,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
10,85297,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Jeremy Minns,Brazil,Intervales State Park. Carmo road,-24.2834,-48.4334,600,song,,,field recording,//xeno-canto.org/85297,https://xeno-canto.org/85297/download,PHASQU10.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85297-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85297-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85297-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85297-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85297-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85297-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85297-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:52,10:21,2003-10-29,2011-08-03,"['Chiroxiphia caudata', 'Procnias nudicollis', 'Eleoscytalopus indigoticus', 'Leptotila rufaxilla']",At Carmo. Humid forest. A single bird at a known lek in dense bamboo. The bird was preening and singing alternately. Other birds were seen but only this one vocalized.,unknown,unknown,unknown,,,no,,,44100
11,85296,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Jeremy Minns,Brazil,Parque Nacional da Serra dos Órgãos. Vale do Garrafão,-22.4759,-42.9898,500,song,,,field recording,//xeno-canto.org/85296,https://xeno-canto.org/85296/download,PHASQU07.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85296-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85296-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85296-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85296-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85296-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85296-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85296-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:44,07:58,2002-09-13,2011-08-03,['Hypoedaleus guttatus'],"Secondary submontane forest with open understorey. Several birds were singing in a lek, perched low on small bushes or fallen branches.",unknown,unknown,unknown,,,no,,,44100
12,46286,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Leonardo R. Deconto,Brazil,"Garuva, Santa Catarina",,,168,"song, song (lekking)",,,field recording,//xeno-canto.org/46286,https://xeno-canto.org/46286/download,Phaethornis squalidus .mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VPUQSZGRCI/ffts/XC46286-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VPUQSZGRCI/ffts/XC46286-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VPUQSZGRCI/ffts/XC46286-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VPUQSZGRCI/ffts/XC46286-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VPUQSZGRCI/wave/XC46286-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VPUQSZGRCI/wave/XC46286-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VPUQSZGRCI/wave/XC46286-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:30,08:00,2010-01-18,2010-04-05,[],,unknown,unknown,unknown,,,no,,,44100
13,304423,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Jeremy Minns,Brazil,Parque Nacional da Serra dos Órgãos. Vale do Garrafão,-22.4759,-42.9898,500,song,,,field recording,//xeno-canto.org/304423,https://xeno-canto.org/304423/download,XC304423-PHASQU02.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC304423-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC304423-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC304423-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC304423-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC304423-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC304423-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC304423-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:57,07:35,1999-06-28,2016-02-22,[],humid forest - same lek of 3-4 birds recorded in XC304421,yes,yes,yes,,,no,,,44100
14,304421,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Jeremy Minns,Brazil,Parque Nacional da Serra dos Órgãos. Vale do Garrafão,-22.4759,-42.9898,500,song,,,field recording,//xeno-canto.org/304421,https://xeno-canto.org/304421/download,XC304421-PHASQU01.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC304421-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC304421-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC304421-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC304421-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC304421-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC304421-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC304421-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:48,07:30,1999-06-28,2016-02-22,[],humid forest - lek of 3-4 birds perched low  in fairly open understory,no,no,no,,,no,,,44100
15,87724,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Sandro Salomon,Brazil,Morro São José - Aymoré - Guabiruba - Santa Catarina - Brazil,-27.094,-49.017,100,"song, song(lekking)",,,field recording,//xeno-canto.org/87724,https://xeno-canto.org/87724/download,A0150000.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/XCAOAKBXWH/ffts/XC87724-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XCAOAKBXWH/ffts/XC87724-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XCAOAKBXWH/ffts/XC87724-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XCAOAKBXWH/ffts/XC87724-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/XCAOAKBXWH/wave/XC87724-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XCAOAKBXWH/wave/XC87724-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XCAOAKBXWH/wave/XC87724-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:08,8:30,2011-09-28,2011-09-28,[],,unknown,unknown,unknown,,,no,,,44100
16,28419,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Adrian Eisen Rupp,Brazil,"Morro do Cachorro, Blumenau, Santa Catarina",-26.7776,-49.0401,500,call,,,field recording,//xeno-canto.org/28419,https://xeno-canto.org/28419/download,Phaethornis squalidus_Morro do Cachorro_Blumenau_SC_13-I-2009.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC28419-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC28419-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC28419-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC28419-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC28419-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC28419-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC28419-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:07,?,2009-01-13,2009-01-14,[],,unknown,unknown,unknown,,,no,,,44100
17,22107,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Tim Hirsch,Brazil,"Sítio do Cervo, Miracatú-SP",-24.38333,-47.7,50,lekking,,,field recording,//xeno-canto.org/22107,https://xeno-canto.org/22107/download,dusky-throated hermit.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BMVCNRFNOY/ffts/XC22107-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BMVCNRFNOY/ffts/XC22107-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BMVCNRFNOY/ffts/XC22107-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BMVCNRFNOY/ffts/XC22107-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BMVCNRFNOY/wave/XC22107-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BMVCNRFNOY/wave/XC22107-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BMVCNRFNOY/wave/XC22107-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:21,07:30,2008-08-05,2008-11-20,[],"Pair in the undergrowth, not seen",unknown,unknown,unknown,,,no,,,44100
18,5188,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Ricardo Gagliardi,Brazil,Tijuca National Park - RJ,-22.9567,-43.2806,700,lekking,,,field recording,//xeno-canto.org/5188,https://xeno-canto.org/5188/download,Phaethornis squalidus.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YRDADNREOP/ffts/XC5188-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YRDADNREOP/ffts/XC5188-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YRDADNREOP/ffts/XC5188-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YRDADNREOP/ffts/XC5188-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YRDADNREOP/wave/XC5188-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YRDADNREOP/wave/XC5188-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YRDADNREOP/wave/XC5188-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:07,10:30,2005-07-24,2008-11-20,[],,unknown,unknown,unknown,,,no,,,44100
19,96811,Phaethornis,squalidus,,birds,Dusky-throated Hermit,Evair Legal,Brazil,"Salseiro, Vidal Ramos, Santa Catarina",-27.39726,-49.379082,450,call,,,field recording,//xeno-canto.org/96811,https://xeno-canto.org/96811/download,Trochilidae._Phaethornis_squalidus_Salseiro_Vidal_Ramos_06.06.2011_ELW.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SMJXFKLATM/ffts/XC96811-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SMJXFKLATM/ffts/XC96811-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SMJXFKLATM/ffts/XC96811-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SMJXFKLATM/ffts/XC96811-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SMJXFKLATM/wave/XC96811-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SMJXFKLATM/wave/XC96811-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SMJXFKLATM/wave/XC96811-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,D,0:02,?,2011-06-06,2012-03-15,[],,unknown,unknown,unknown,,,no,,,44100
20,691653,Phaethornis,rupurumii,,birds,Streak-throated Hermit,Dante Buzzetti,Brazil,"Igarapé do Franquinho,Ilha do Bailique,Arquipélago do Bailique,Macapá,Amapá",0.9652,-50.0582,10,"song, wing sounds",,,field recording,//xeno-canto.org/691653,https://xeno-canto.org/691653/download,XC691653-Phaethornis rupurumii DCB 124-2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC691653-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC691653-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC691653-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC691653-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC691653-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC691653-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC691653-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:49,10:10,1996-11-16,2021-12-16,[],"DCB 124-2, male at lek, wing sounds at 0:40",yes,yes,no,,,no,,,44100
21,265340,Phaethornis,rupurumii,,birds,Streak-throated Hermit,Alex Lees,Brazil,"Estrada do Portão, Parque Nacional do Viruá, Caracaraí, Roraima",1.4851,-60.9921,90,song,"female, male",,field recording,//xeno-canto.org/265340,https://xeno-canto.org/265340/download,XC265340-R09_0100_rupu.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC265340-small.png', 'med': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC265340-med.png', 'large': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC265340-large.png', 'full': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC265340-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC265340-small.png', 'med': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC265340-med.png', 'large': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC265340-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:19,11:00,2015-07-14,2015-08-02,[],in low stature woodland,yes,yes,no,,,no,,,44100
22,227596,Phaethornis,rupurumii,,birds,Streak-throated Hermit,Peter Boesman,Venezuela,"Lower Rio Caura area, Bolivar",7.25,-65,50 - 100,song,,,field recording,//xeno-canto.org/227596,https://xeno-canto.org/227596/download,XC227596-Streak-throated Hermit  3264.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227596-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227596-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227596-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227596-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC227596-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC227596-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC227596-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:25,16:00,1997-03-26,2015-03-23,[],ID certainty 100%. (Archiv. tape 55 side B track 3 seq. B),unknown,unknown,unknown,,,no,,,44100
